path,bytes,sha256
00_INDEX/FILE-MANIFEST.csv,14288,f1d1cea49694095f5fc2f9fe52481c497be41dc15e8a62236bc749980224d2b8
00_INDEX/README.md,2944,1c33cc2f1cc4c21f821340f23a6fdf01904b01ee04b0a13756a5c0465c0292a6
01_STANDARDS_REFERENCE/IEC-62443 Diagram.md,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
01_STANDARDS_REFERENCE/IEC-62443-Asset Criticality and IEC 62443 SL-T Determination.md,63822,17bff703d33ce0c43504c839abeee7d1292f23f66762b76e4aa2994761fa9a3d
01_STANDARDS_REFERENCE/IEC-62443-Complete-Technical-Reference (1).md,94508,4415b311d562316ba5cc3c431988b925b5b20b9059a26cf17144347c2a4581ae
01_STANDARDS_REFERENCE/IEC-62443-Complete-Technical-Reference 2025-10-jtm.md,94508,4415b311d562316ba5cc3c431988b925b5b20b9059a26cf17144347c2a4581ae
01_STANDARDS_REFERENCE/IEC-62443-Complete-Technical-Reference.md,75223,077e3e307186267b9a714c1b2963282d10d35c0ed736878da4c1eca3d4ad753a
01_STANDARDS_REFERENCE/IEC-62443-Information-Requirements.md,35028,dfcce8d3d5b26f70da324ad658497026bbb47367f38402e1724568b8bb8cf9fd
01_STANDARDS_REFERENCE/IEC-62443-Reference.md,43966,37dcf7739161635d69cbe4d1d121c2f39a4787bf382d075fca88fca5a6edbacb
01_STANDARDS_REFERENCE/IEC-62443-ZCR-Visualization-Guide.md,53270,43c7c42ef0e886f2eb45d3171bb4e0b6c356e5cf1567b170f9ea3a699bc17199
01_STANDARDS_REFERENCE/IEC-62443_Complete-Guide.md,121650,9ce22c2ea97c12bebbfa74c623c092c89401a8630306a73b2836fedb5c5aee72
01_STANDARDS_REFERENCE/IEC-62443_Complete-Technical-Reference.md,75223,077e3e307186267b9a714c1b2963282d10d35c0ed736878da4c1eca3d4ad753a
01_STANDARDS_REFERENCE/IEC-62443_Reference Guide.md,43966,37dcf7739161635d69cbe4d1d121c2f39a4787bf382d075fca88fca5a6edbacb
01_STANDARDS_REFERENCE/IEC-62443_Template-CSMS.md,7383,36aed8b05cca7fb66f3f7bb4d401c885e1c943d484c327be10340b1e6d0989c4
01_STANDARDS_REFERENCE/ISA57X-Rail_2026_Update.md,44547,453b1ba2418196a36c913b75e7f75f4744963c9f4869f5c20b79e9678d3589b2
01_STANDARDS_REFERENCE/Perplexity=IEC62443 Compliance with Infrastructure Projects.md,9288,5b5e11c885a94225d8d4e6229f1e9b35c7e5d70d2411e12fac0d0b4989dd8386
02_REQUIREMENTS/FR1_IAC_TVCS_SL-T3_Compliance.csv,5910,baa6d1b8657faed669f27ede4b669668be3be3c3fcfcfae1028cc539ee877f6a
02_REQUIREMENTS/FR2_UC_TVCS_SL-T3_Compliance.csv,4181,475d4e88fa7c2d8e6e28da3c141b35c10e78e916e648dc7a808928f8ac48cbe2
02_REQUIREMENTS/FR3_SI_TVCS_SL-T3_Compliance.csv,6011,335058bcbacad8e6e540f1fd8a749aee80e7b60c723397142d9f35b3c1a290d0
02_REQUIREMENTS/FR4_DC_TVCS_SL-T3_Compliance.csv,1458,217bc5af6d69c700d7ad28ab4a13b9c14be43d4196c767e0fa2c87996154ca3b
02_REQUIREMENTS/FR5_RDF_TVCS_SL-T3_Compliance.csv,2179,07df40621cc4d7b21461cf0c6c3297a9e7fc1eec17e93811f5bbe8664c80bd96
02_REQUIREMENTS/FR6_TRE_TVCS_SL-T3_Compliance.csv,862,609d261ed96bb2abf0595f278dd437fe430baa7d23f6b9462a483d156ed0916c
02_REQUIREMENTS/FR7_RA_TVCS_SL-T3_Compliance.csv,3110,6e0dd8d064830beadc2afcef0423dba450698ad54c96e791041eadf0fd1692c5
02_REQUIREMENTS/IEC_62443-4-2_Component_Requirements_CR.csv,14253,dbef4d9bb568e91f1304efb30c65f686091103bd3cb148753b513e5076a1df97
02_REQUIREMENTS/IEC_62443_Complete_SR_Requirements_Comprehensive.csv,18533,653ca91276171a191c0f0c120fffb9e1f72eaf3d110286f04f48dc429559adab
03_WORKBOOKS/62443_Asset_Control_SR_FR_Spec_Workbook.xlsx,81279,3e6e1eeaaf49ba4790ad87ce59d505386e1c05b843380dfbf128578312263064
03_WORKBOOKS/62443_CRL_Checklist_1.xlsx,15944,f737fede0c8b16117ac1655cabcfdd5014cb573336b0b83e3d3005a98ac4ac5f
03_WORKBOOKS/62443_TS50701_Mapped_Requ.xlsx,43976,83ba056f9b363639016ee098cf2b00c725675e567330b759f8eefd0d2941f1cd
03_WORKBOOKS/CRL_62443_Cyber_Artifact_List_Criticality_2025_Oct_29.xlsx,343834,93c1f4cdc47048c8b8672c9be06a6e2cd648e08b7e1ac19af1aad17bd8b7cd17
03_WORKBOOKS/MITRE_to_IEC_Mapping_Controls_USE_THIS2025.xlsx,16074,788f3097f576d27e06c2af4ffb36bca9a2422c77050a9f3342a1b6b3607c39cb
04_CRL_ENGAGEMENT/CRL-IEC62443-Complete-Artifacts-Guide.md,559,79b43e6b924a62a15e62a1691a6c5a46945fa5fc5056d57e7b40ac0bfb45b243
04_CRL_ENGAGEMENT/CRL-IEC62443-Complete-Guide-v2.pdf,298547,622312d47f0389d9204bd573f1c3db0e2ee2cd38da52332f558cdeb572f7a66a
04_CRL_ENGAGEMENT/Client_CRL_IEC_62443_Workshop.md,107185,2e1aa90b08febc6e99bee065a2e007fe2e3206f0688687241fd4019fd4935b8c
04_CRL_ENGAGEMENT/IEC_62443_CRL_Presentation.md,7447,d9c4f83b733af492bae0ef004da9859e39ecf1e92d994ee25e926b3b02c11f0c
04_CRL_ENGAGEMENT/IEC_62443_Cybersecurity_Workshop_for CRL,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
04_CRL_ENGAGEMENT/iec_62443__ts_50701_workshop_day1.html,47735,d4bdd7b50a2372263fe8e6734c04001f167d21f354b4f1553290e3913107db0b
05_PLATFORM_PRD/API and claude deve 2025-12-4.md,3967,ba164fc67f9344f68758d27824f9db23441c45149a10e778f293f66c003f7ab1
05_PLATFORM_PRD/Docker-Deployment-Guide.md,34262,d6ec2f74fe07878719dd92165a6af09fbb986f47abda931c932e6bcc7aef83b8
05_PLATFORM_PRD/IEC-62443-MVP-Testing-QA-Plan.md,38505,d0f886115a4044b745a86564039d63f83f0ae33f68388fcd29a389d2e893088b
05_PLATFORM_PRD/PRD-EIC-62443-MVP-Docker-Deployment-Guide.md,34262,d6ec2f74fe07878719dd92165a6af09fbb986f47abda931c932e6bcc7aef83b8
05_PLATFORM_PRD/PRD-IEC-62443-MVP-Database-Schema-Data-Model.md,31521,64d66d5efe6d6fbefcd73efde18241b955d32c26e366849870d20e454c8353f7
05_PLATFORM_PRD/PRD-IEC-62443-MVP.md,36982,e6907eff8ca7efa9b534230249bb751113f94e8dd243abb232bd6ccbd566a6dc
05_PLATFORM_PRD/PRD_1v_62443_Workshop_PRD_Technical_Reference.md,13848,f4c4b57fdb61952a59f6b13a7062b1aee1a752444a5d166ff4cfefe0f1e79007
05_PLATFORM_PRD/PRD_62443_SaaS_PlatformI_Workshop.md,68253,c80be993ccb08842c315c6c8312899504ee8f32ebfd861132cd762e0b422e203
05_PLATFORM_PRD/PRD_railway_62443_TS50701.md,38366,e08c75639e253a831205bcfa8c4a08383e6ea19242d10be054848645559e84a1
05_PLATFORM_PRD/swarm_context.md,596,748dd3ebbb1e4afa9b8511bb3ae12aa8fd8619aac62db27560b4227d419e4e10
06_3D_VISUALIZATION/3D Digital Twin Stirring Engine Blueprint.md,38844,ce603713f1cafc924bbf4a8747509faa84351c803c41bc38ed6788cad6806f13
06_3D_VISUALIZATION/3d_Babylon 3D Engine.md,1914,6c7f61e80aba3c4cb7643cf812fdadde2320ea645c9da93e0f9d5f2a46973e7c
06_3D_VISUALIZATION/3d_BabylonModelLibrary.html,10894,607420a399f51ba835f7f2b0139bfeee7e5fdcf19a5170e6643e9d7d07e14a94
06_3D_VISUALIZATION/3d_React-Babyon-3D_Workshop_Visualization.md,30840,76aa0bffdcfd9a279a1a80b9609c1de3b4308da3eef59b277330a2890491ca0a
06_3D_VISUALIZATION/3d_babylon_assset_library.md,45442,c9f4dc75743e050e3dd7f8ab1afd07113c73cf374228bd5ceb530dd90cc650a0
06_3D_VISUALIZATION/3d_enhancingUIUX with_3D_modeling-NO_USE.md,39973,b4ed3e90a1919f953ff6c251f49e7cfd93cc77db6d7aa7f753b801f47551fd2e
06_3D_VISUALIZATION/3d_libraries_primer.md,33998,1550e215982044514bfca4f9e41bf3ab16e4fddfb9b9329e4614627093b60f3b
06_3D_VISUALIZATION/Feasibility_Study_3D_Stack.md,5096,48749422e9a73eeee2ce4cdf698796ac37d639a256c5dbcaa86eea0824b32b6c
06_3D_VISUALIZATION/IEC_62443_Bablyon_app.md,30840,76aa0bffdcfd9a279a1a80b9609c1de3b4308da3eef59b277330a2890491ca0a
06_3D_VISUALIZATION/assets/CargoTrain_CoalContainer.blend,647744,798677f12bf315a5f59dcdffa0168b09dc64528df79d7a527acde3be855ca32d
06_3D_VISUALIZATION/assets/CargoTrain_CoalContainer.fbx,56924,e0afc0863cb2c59aebadbb9f7f720310e0a0f933d74ef34a1432c2611671769b
06_3D_VISUALIZATION/assets/CargoTrain_CoalContainer.mtl,787,6cc8e8620359b771b542c640346dd44574881f2b0f096a0121a528bd39977d3f
06_3D_VISUALIZATION/assets/CargoTrain_CoalContainer.obj,91312,803fe3b46dfb35725c24af934e17f24bb5c669e4e3d9938a65b9db08c75f0947
06_3D_VISUALIZATION/assets/CargoTrain_Container.blend,752516,eb8dc3b5b4d335a57dda1f349d218b74ad084526330bf0081e6af56b9ac26307
06_3D_VISUALIZATION/assets/CargoTrain_Container.fbx,80492,bef6ee7b8e2cff2fb987da6a1d8d5160fdf036c56c8ed66b1ed9b226013f9972
06_3D_VISUALIZATION/assets/CargoTrain_Container.mtl,783,161d69f8d41e8a73cf550035c6c98a51b615f2a87e3befd5fbbdb3982b03c1b4
06_3D_VISUALIZATION/assets/CargoTrain_Container.obj,163904,7d96e6bff777ab817da6583e6b529f9e6c0a43811438a806940fcfc1e77bf422
06_3D_VISUALIZATION/assets/CargoTrain_Front.blend,984528,dcdb2e7a319d535b925fa3434d03d0431a6daec01953d598285f055399dde779
06_3D_VISUALIZATION/assets/CargoTrain_Front.fbx,152076,b1c2e8d065dc31c1c01948d0c5def58a30e3cff2083f3e8f48575aba755bc154
06_3D_VISUALIZATION/assets/CargoTrain_Front.mtl,1680,a4c3902f9db292de8847deff09baef256efdc305a895cd47aa29c59f985d0107
06_3D_VISUALIZATION/assets/CargoTrain_Front.obj,350482,b9009eb01e14a99e540dcde6360d448c49a420ddb79829be5ddb0d7f85db125c
06_3D_VISUALIZATION/assets/CargoTrain_Wagon.blend,930840,50182981d4e94c83ae65b54e16e313ed68855d7fca0724d5839fe01b6ab79489
06_3D_VISUALIZATION/assets/CargoTrain_Wagon.fbx,120396,5eb9af65839b92a8fee1fedac33a58bbf1b73ba0abaeb2610e1b2bb61d705009
06_3D_VISUALIZATION/assets/CargoTrain_Wagon.mtl,1323,a5fb672b13ded668154b36bc5acec2a0c0a827da63ef1f9d6c19137bbcb1da94
06_3D_VISUALIZATION/assets/CargoTrain_Wagon.obj,280902,e45a61b0e0af08f81683def010efed72eed524e0bf4d7bf03231397fcecb012d
06_3D_VISUALIZATION/assets/CargoTrain_WagonEmpty.blend,610396,d3946f3853ea638c7100d8da683669f9fba62aeb0a1715b0706f35b035761874
06_3D_VISUALIZATION/assets/CargoTrain_WagonEmpty.fbx,45756,4653c955ed98485598caa1185992b3069c90cdc06cb57a893a6c7a2d1eae6951
06_3D_VISUALIZATION/assets/CargoTrain_WagonEmpty.mtl,425,d37bd61c15fdd4b1ae848a4dad6ddaeedf3a1662694513ca225b16d38e032885
06_3D_VISUALIZATION/assets/CargoTrain_WagonEmpty.obj,66322,0ededa1fe89ac2b8f85c73cab653ea4098e89224afa7c70e2d3233a8f0a6a6cb
06_3D_VISUALIZATION/assets/CargoTrain_WagonOpenContainer.blend,634036,6f4e7b79d0866a72c0f51efc0ca9e3941a877a2358219ebee36a95025a1aadfe
06_3D_VISUALIZATION/assets/CargoTrain_WagonOpenContainer.fbx,49628,ea93fd001938adeac285301fb5e649a99a24249e60507eb604ef24ec221197b8
06_3D_VISUALIZATION/assets/CargoTrain_WagonOpenContainer.mtl,615,c8e0f578c5df492a638f7ec606f733035df6ab9a5127ecf03acbf2c07d482af9
06_3D_VISUALIZATION/assets/CargoTrain_WagonOpenContainer.obj,75509,5475c3482fe0fdfb01e9fcd6ff8924a4bd6725bb21d8f9d84dd1af6f74c25fc3
06_3D_VISUALIZATION/assets/Container.blend,565524,e59a67ad1470e46758f2fe6fe379c474abb20e9f8130b52ca31b127bbf56fd5b
06_3D_VISUALIZATION/assets/HighSpeed_Front.blend,782916,fa99dc2cc2400c5a775c06f83240978e5c76b6665ad988a09201cc82f7ec82dd
06_3D_VISUALIZATION/assets/HighSpeed_Front.fbx,106732,401a6cd23c062c8c70efbb5dce2fc4236f60bdbbba744c01616f0b4d5938fd01
06_3D_VISUALIZATION/assets/HighSpeed_Front.mtl,955,0c854a68e003197f7dabf4a8215860b0e1fb352b56e6b7ad9006531ff9f48a87
06_3D_VISUALIZATION/assets/HighSpeed_Front.obj,212035,172af05eec712bf18057e44a55688c2f77a56e180df75dfb620f84de2838eb18
06_3D_VISUALIZATION/assets/HighSpeed_Wagon.blend,782580,4a50324f75b757e2a448fd616e49645e3ca0a2b6087985d2990b92fc76717f3e
06_3D_VISUALIZATION/assets/HighSpeed_Wagon.fbx,101708,edfa830e3f0b2cf06951dc7b2873e3480716fc465ce448f7fba06ba3262902cd
06_3D_VISUALIZATION/assets/HighSpeed_Wagon.mtl,955,80aec047deac66a1ad3cf05a4dc5f454630637f235839ebb7c2255af31746dc2
06_3D_VISUALIZATION/assets/HighSpeed_Wagon.obj,205159,61efcd385657c037304e63353104576c23da3295ed2c84b3d7ec6138264f7575
06_3D_VISUALIZATION/assets/License.txt,364,83d8959f9fc56353ed571fbe2dc52e4bcd64508e2399501cd45ac2ce3df0bf8c
06_3D_VISUALIZATION/assets/Locomotive_CoalTender.blend,650084,a4d73d2aeddb2d33bfdee580a257b0a587fbc636b0cf619b6c0f9c913a23876b
06_3D_VISUALIZATION/assets/Locomotive_CoalTender.fbx,58908,1c1548eb3b35f4c1194d73840821da1a75ae9a0a0ad280d3363d4adb4b6bcef4
06_3D_VISUALIZATION/assets/Locomotive_CoalTender.mtl,425,99551e146dfde7e1c43203ac2edda1bb7e66c5796f63f6cfc5af1d2624212c48
06_3D_VISUALIZATION/assets/Locomotive_CoalTender.obj,111656,b4ca81920107ea831a571a49d5857fbcd26548052183af4d17629c1edb7dce05
