path,bytes,sha256
00_INDEX/DRIVE-STUB-INDEX.csv,55034,40e8de7df01d86f423fb070eadf3d71e9f124a44fe1155f7dbb7d32ae0a4f342
00_INDEX/FILE-MANIFEST-after.csv,177313,c8fff58ad0b9a8f0bb474de78063def33010de4375931cf827a9c13f664250b9
00_INDEX/FILE-MANIFEST-before.csv,136699,208dd89e268b683d8952414a67bc6e13e7fc7cc6cdd3f993e030417a365d57c7
01_THEORY/01_core/00_MCKENNEY_LACAN_RESEARCH_PLAN.md,3516,a4a05554c6e311c38eb348b49ea18e1b1437bc7e81df07c64c2a87ec584e7f36
01_THEORY/01_core/01_MCKENNEY_LACAN_THEOREM_UNIFIED.md,4526,40d5c41dc78ca83f3578b14a45e5a885be4cf6c5ae6baf996678f571a9c9a56a
01_THEORY/01_core/01_PSYCHOHISTORY_READINESS_MATRIX.md,13529,9911d9f7f382f8403062b27c95abd703dcdb1028b1e7c48d7005bbab4d3eee73
01_THEORY/01_core/02_CALCULUS_OF_CRITICAL_SLOWING.md,4156,7bd17857fbdbcf61d8cc807f419226f75f75b0bdf5fa02800b77efb4a15a1ad3
01_THEORY/01_core/02_MATHEMATICAL_PHYSICS_OF_CYBER_EPIDEMICS.md,9446,639665140e5015388e8c0f3efc3dbeb105fd271aaa6b975bef53ace3e8bcca07
01_THEORY/01_core/03_ISING_DYNAMICS_FOR_OPINION_PROPAGATION.md,8879,9b2ee001e33458f005f5df7b87b3d6f17d4535a29f26f5c1160b33e242055aba
01_THEORY/01_core/03_TOPOLOGY_OF_DIAD_AND_TRIAD.md,3824,6d7615fa226f0814fb573382b1b8982e3a5a689c31ab9e8dc5eb405200aefbb0
01_THEORY/01_core/04_GRANOVETTER_THRESHOLDS_IN_ATTACK_CASCADES.md,8063,def4b428a1e20a368ac19d614a70cbd0d838c2b0f5ecfa7e6b4b938ee239d8ad
01_THEORY/01_core/04_LACANIAN_MIRROR_AND_GROUP_DYNAMICS.md,3916,1085d407b92d3173415ff80eb96311eb0a9626f01d20f2ec87d01323cdb29971
01_THEORY/01_core/05_BIFURCATION_THEORY_AND_CRISIS_DETECTION.md,8137,f1c0a12dc13dd4033917a3cf9c16bbb46e4733725d7ed75cf9c4b8bc3cb368d8
01_THEORY/01_core/05_PSYCHOHISTORY_DIAGRAMS_v3.0_2025-11-19.md,56031,3756666ca968d4189fe1f18fa325cea639017af22431b30e5f4169889bb86533
01_THEORY/01_core/05_PSYCHOMETRIC_TENSOR_DISC_BIG5.md,4028,cd3abfa0876ed25c576fc0aaf57e3b68d3f4e5c985146459a690938c73a06c78
01_THEORY/01_core/06_CRITICAL_SLOWING_DOWN_EARLY_WARNINGS.md,6286,b0a361b2936608f5c15bea5fef3221a59d24ff27e44b4168879a41355603d15a
01_THEORY/01_core/06_SCHELLING_GRANOVETTER_TEAM_COMPOSITION.md,4208,745a03180e53c3034b3adce73b71f5d4c1244406df43278f4395ee27eafbf1fe
01_THEORY/01_core/07_MUSICAL_SCORE_OF_INTERACTION.md,4067,efe21248c9962b4a7824b243d10744da85a888f176e4db458a9f89de1200ed58
01_THEORY/01_core/07_NEO4J_IMPLEMENTATION_OF_PSYCHOHISTORY.md,6705,6eba7bba89e0ea492cb7e3fe21338b140aecc946c873b30196c58e6b7b280cdf
01_THEORY/01_core/08_NER11_GOLD_INTEGRATION_STRATEGY.md,5469,bab8f60e7a5f51eb2400eaeb443dc53b18955ad8965815b6889699553d78bb95
01_THEORY/01_core/08_POLYPHONY_AND_DISSONANCE_IN_DIALOGUE.md,4115,8963802773a590ee7fe3dbcf37d80b42b0e668223039605fcfd483aa9b51d681
01_THEORY/01_core/09_ADVERSARIAL_COUNTERPOINT_ATTACK_DEFEND.md,4311,9c347a9c74f075454ea81d26ff279f2fa05a789702a5f0e9343c79b9562efc2a
01_THEORY/01_core/09_AEON_DIGITAL_TWIN_SIMULATION_ENGINE.md,5513,82b66166c2e7029f86ef355cca60d49d27e8ee1e3ea836708cbb028427bc1f18
01_THEORY/01_core/10_EXECUTIVE_SYNTHESIS_AND_ROADMAP.md,4852,24a9e3ba9c0aded849d45f14784287e581ce2e74fc960d0a7f16a20131ebee48
01_THEORY/01_core/10_PRACTICAL_IMPLEMENTATION_CHEF_ORCHESTRATOR.md,3835,1bbe34b654a09e99b0a1f3b17e9e1e3341cb676566b3ddcd84f57e55d6346048
01_THEORY/02_primers/Primer_01_MULTILINEAR_ALGEBRA_TENSORS.md,3104,a1de7c46ab9049339033234544f85e2b958c3cdb7e18774de6040e8784d2e1dd
01_THEORY/02_primers/Primer_02_TOPOLOGY_KNOT_THEORY.md,2761,b6db81adafaabb017bc13597eb088afbb42f730f92f0e7e6a049513bd14c5b62
01_THEORY/02_primers/Primer_03_RIEMANNIAN_GEOMETRY_CURVATURE.md,2561,a8b4629f3bd9b93e384ebaeab1150c9b6680590a43ec76c1f953c58f61e3a3cb
01_THEORY/02_primers/Primer_04_COMPLEX_ANALYSIS_RESIDUES.md,2738,573ae10c7ed12a82a5702d570858aa04716206e3b3ec6c98fe58415695629f46
01_THEORY/02_primers/Primer_05_ABSTRACT_ALGEBRA_GALOIS.md,2452,863354b2ac7cecc5a10d142a8d54b687c75aac0a5650552fda27fee6064ac8ef
01_THEORY/02_primers/Primer_06_CATEGORY_THEORY_TOPOI.md,2696,19a87057198e37279c873f618122518da13444391b22909f9e9a558e056e729a
01_THEORY/02_primers/Primer_07_STOCHASTIC_CALCULUS_ITO.md,2513,68894d8c8b7907d18a30648b36d1e0a966a9070b0ebe65ba806ff384d69fe4ea
01_THEORY/02_primers/Primer_08_QUANTUM_MECHANICS_HILBERT.md,2314,97c27c9360b4e7c6ba9609c08ab3f59b9ffa960320bb628b696c6d75bc1a16d5
01_THEORY/02_primers/Primer_09_STATISTICAL_MECHANICS_ENTROPY.md,2339,45f54705b2516ad2d17d75870974951327b05c19f6c65dff1e27e86326e7cf81
01_THEORY/02_primers/Primer_10_NUMBER_THEORY_MODULAR_FORMS.md,2441,ffab3d99c4b27a06fd3c9da2319cbbe5c2c859fef8d5f8bbda37cc715a18b552
01_THEORY/03_unified/00_Deep_Layering_Plan.md,5173,219cf117040d50040a27822a767457708e097f7cefc4abdc3890c1bafa4aeebb
01_THEORY/03_unified/00_INDEX.md,6163,982aa6068ad79bc968fd4a8ce7812ab5e0510a5d8186d46552fb7380ddc3b4e1
01_THEORY/03_unified/00_Unified_Theory_Master_Index.md,3391,9d782f6682a180b9e6b84c3a8bba705ce4797dc6f366888c8fc20eff4dbf8d91
01_THEORY/03_unified/00_Unified_Theory_Master_Syllabus.md,5459,f8c4cb3b72df9c4c5e6eaf7595e783ccba108be859f5379639a088b8d1e4089b
01_THEORY/03_unified/01_Foundations.md,23216,6056ab3ddfb9dc5ddc300c1480b85d0f39998cb08b32823d6621e70d2aafbbea
01_THEORY/03_unified/01_Vol_00_Laymans_Primer.md,13908,b4ec0cb581345fcd63fb90055cd8b81f760b951720dc9a8a6ddcb2bd5d51d893
01_THEORY/03_unified/02_Core_Axioms_and_Vector.md,6568,c5782668be508312d1b726139df44948a24e610608fb2d2962aa365116e0f2be
01_THEORY/03_unified/02_Vol_01_Foundations.md,6424,ae5638718bd4605940ae1f469950118806241f28f101f6f149a58a813e409571
01_THEORY/03_unified/02_Vol_II_Kinematics.md,4959,de02aed7a193d3842d3d3590e37a2783094d34ca166453eecfc62d227696e2c7
01_THEORY/03_unified/03_Phase_Transition_and_Stress_Cascade.md,7560,23b3f481e0b4f597e6780e8bf9543156d4b6e3e1aa5b46096b69842924176f48
01_THEORY/03_unified/03_Vol_02_Kinematics.md,5226,9073b1fdd8d2a9c3a8d5f188ee6e04bbbcd64ad1d864daec13c9093f4fa0b593
01_THEORY/03_unified/03_Vol_III_Dynamics.md,4066,bc7d00b74bc8cb33b388ccac7cde0f761a188806c161f7914b86b8b269006ada
01_THEORY/03_unified/04_Directors_Score.md,3209,d6025a1481e877d8f1d90abf8c282cec1a9d536dea3b1ef6b45d65ae97da7955
01_THEORY/03_unified/04_Vol_03_Dynamics.md,4350,b2ff87dd99b79f183dd3a5caab7717957c9502ab144016f1c7addcfa54ddefe9
01_THEORY/03_unified/04_Vol_IV_Directors_Score.md,3785,2d0061b25a0d234f497e2beb1c427c83c5a3658da4db5560f614c43342c47f33
01_THEORY/03_unified/05_Case_Studies_and_Neural_Network_Hiring.md,5660,e892148207b5f6e52b22762aa4e9112e1950436ee7bf4c602b0374d9498de118
01_THEORY/03_unified/05_Vol_04_Network_Physics.md,4213,92550214fb9e3bd7c390626093058507b65e086704e77618ca2a9ad366125453
01_THEORY/03_unified/05_Vol_V_Synthesis.md,3221,7388ae2cb343470f734f69cbb938cd6e5059fa5984232852953dbb6b719c6686
01_THEORY/03_unified/06_Vol_05_Thermodynamics.md,3629,be2b9ccb7756f01be5c6cb844106957f96159075b921cf3cd233b3897eea3966
01_THEORY/03_unified/06_Vol_VI_Technical_Architecture.md,2692,54580a50140022e334a84c798f899102ed96a66c0ec0fcdc77791373f2b9901f
01_THEORY/03_unified/07_Future_Math_Placeholders.md,2674,4d6e4ff3e84567b89d5821919c90c72fcc5e7017bb2abf1c5f1fc569378b44a4
01_THEORY/03_unified/07_Vol_06_Technical_Architecture.md,3149,75eb9bfebeaa7da097e8880e9ca46fda7f4aa1f87d320e63e4b06bfc0dad5813
01_THEORY/03_unified/07_Vol_VII_Bayesian_Prediction.md,3097,ea3fb35ffbfda0040b19240b3899fa4c9311822b16655c01bf03178eb567d077
01_THEORY/03_unified/08_MoE_Critical_Review.md,3433,9694df3879d62fc07ac80feaed2938d1111257f954e2c84e2211eeefd2ae46e3
01_THEORY/03_unified/08_Vol_07_Predictive_Mechanics.md,3131,12486240f08aa1537e418d66eb321680f3cbc8c3f8c01944ee7251118163a831
01_THEORY/03_unified/08_Vol_VIII_Psychohistory_Engine.md,3806,5aa827fe3cb61abb7175b4291c4cec2defa27077660067b5b121f3cd51a1a467
01_THEORY/03_unified/09_Bibliography.md,2600,1688e557839d34d231bd998695c45ae8f0b81264750c099d2d6bca9c48230e9a
01_THEORY/03_unified/09_Vol_08_Psychohistory_Engine.md,4352,d8135eb01dde9d1ce756fdd2ebb61d8552b9248c07b87eaa5d995adef80499ce
01_THEORY/03_unified/10_Appendix_A_Math_Codex.md,7202,38bc5528bcdf0b1b158a9ada06952131a1d6e0e9bbf9a881544b9a46e74f5d52
01_THEORY/03_unified/10_Vol_09_Reference_Bibliography.md,2611,e1b72eda5da4e2c961b3a4df0df3bd805e80e1b93b153a7cfc12a37bf0751446
01_THEORY/03_unified/11_Math_Integration_Plan_v9.2.md,4239,998432a149a6217d8ff22f4b1ff78bcbc310a1d38536f0608faf51a15a01f342
01_THEORY/03_unified/11_Vol_10_Appendix_Math_Codex.md,7098,8acee4c53adc9acf23da544444209566ae3ba2ff3bc13f3288b196393e5c320f
01_THEORY/03_unified/12_Vol_11_Computational_Sim.md,5074,4a7da17dba49182da3fbef2236090ddadf3117e693be2ee975a1585f5c20918c
01_THEORY/03_unified/12_Vol_XII_Computational_Simulation.md,5328,14092aa89ac8ca6a64b48be2cc741c87cd8a330aae68c4592ce33df6b07ee257
01_THEORY/03_unified/13_Vol_12_Computational_Sim.md,5070,06a30c511cfe922c25a2bc77965a57971f4048d9fbadf176f64d4d470b03e1f5
01_THEORY/03_unified/13_Vol_12_Digital_Twin.md,7085,3ab5e5f3342e8cc79e035935982e65b8f7d1eee0427e5e61f7bbfb13fb92c163
01_THEORY/03_unified/13_Vol_XIII_Digital_Twin.md,7311,c73fe0a7a60b22eb49d95647c6dc938b58ee463b0fb3fbbef3a3116b8958b322
01_THEORY/03_unified/14_Vol_13_Digital_Twin.md,6831,c3147dc9824c6b39fa344cf4be4686e371791dcf3b36ef570454d05409519544
01_THEORY/03_unified/14_Vol_13_Organizational_Physics.md,5410,d3f2792605b68f6a07ac984128a7d759c1a630572f43274652b08c53e0ec9995
01_THEORY/03_unified/14_Vol_XIV_Organizational_Physics.md,5343,0252184ac331396e9e3275e6dd8efbabfca3f05e054e93be0ceb2f9e5ecf0a86
01_THEORY/03_unified/15_Critique_Grand_Equation.md,4122,c5edc071725b758c069c3d5f3dceae5963eda7ff961a21f7caeaacb9f3501311
01_THEORY/03_unified/15_Vol_14_Advanced_Simulations.md,4356,0f7e99a13495d68183ab5fde5e8b5534398ca05a9b42f61547b699aebffc92b4
01_THEORY/03_unified/15_Vol_14_Organizational_Physics.md,5414,660763fce66014e376245bb7ebcb29e254b96c11e2c22f55d2f789b14789f3eb
01_THEORY/03_unified/16_Vol_15_Advanced_Simulations.md,4356,5f2bad676716306f724aa49ab01ea3ce7ea7a46101c6a4a73186d2494cc18362
01_THEORY/03_unified/16_Vol_15_Cognitive_Bias_Atlas.md,11098,4e9ac93446312e38077d295b4ac2b3bc5f3940ddfa155746dae990a4623c0b12
01_THEORY/03_unified/16_Vol_XV_Advanced_Simulations.md,6603,8891d26daa85a8c0326d309111eee48e4f564d7b03edf663e9f2a33e2dca168e
01_THEORY/03_unified/17_Vol_16_Cognitive_Bias_Atlas.md,11099,3d4c4cbbf92460b08ec81b23b8dd45b89170a9be23da35a17a214555244ef39b
01_THEORY/03_unified/17_Vol_XVI_Cognitive_Bias_Atlas.md,11076,4b899cde6a3509bb2508094cbc8a1e367eb859e4b714671d1eea4958895c2f3c
01_THEORY/03_unified/4 final integration of Jordan-Lacan and Fractals with biases.md,7922,7b3a90ee364d0fbabc91802430db1d647dbb92f30d15a89e4ae3395664e58622
01_THEORY/03_unified/90_Archive_Deep_Layering_Plan.md,5200,9cf9aed93d77a14c7877e032d1bab4494c9b07732e56e4e3179f146e6557f8ae
01_THEORY/03_unified/91_Archive_Master_Syllabus.md,5338,dc57d7dba277d5a1c9c0d134739e0eb3a258880cf8c01cb286073f04a5aeb80a
01_THEORY/03_unified/92_Archive_MoE_Review.md,3537,69eaa5f95cb74f2306b819a3d586e68945e3a6bb8806c057aa956f6a2ef996f3
01_THEORY/03_unified/93_Archive_Math_Plan.md,4389,04892308cc7e12f3aaf3d2e31239f62f89bd5516bc616a299109b6b0b22b22ef
01_THEORY/03_unified/94_Archive_Critique_Grand_Eq.md,4089,64c7e51313233eb47769ba1ba3f0a1c02f1e71e13dc9e4f8bb7b735c734d4f07
01_THEORY/03_unified/Aggressive Sales & Marketing Techniques Explored.docx,32030,b42d22d0464fa5b8fac40a8a51c647fa14bc7814dff7238846772677b79a1c65
01_THEORY/03_unified/COGNITIVE_BIAS_REFERENCE.md,84264,9539b467fc8a5e3fbcfa045893e8fdaafc49790b7b832da661d9ffb5f0fdf918
